"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Title 1","Title 1 Length","Title 1 Pixel Width","Title 2","Title 2 Length","Title 2 Pixel Width","Meta Description 1","Meta Description 1 Length","Meta Description 1 Pixel Width","Meta Description 2","Meta Description 2 Length","Meta Description 2 Pixel Width","Meta Keywords 1","Meta Keywords 1 Length","H1-1","H1-1 Length","H1-2","H1-2 Length","H2-1","H2-1 Length","H2-2","H2-2 Length","Meta Robots 1","X-Robots-Tag 1","Meta Refresh 1","Canonical Link Element 1","rel=""next"" 1","rel=""prev"" 1","HTTP rel=""next"" 1","HTTP rel=""prev"" 1","amphtml Link Element","Size (bytes)","Transferred (bytes)","Total Transferred (bytes)","CO2 (mg)","Carbon Rating","Word Count","Sentence Count","Average Words Per Sentence","Flesch Reading Ease Score","Readability","Text Ratio","Crawl Depth","Folder Depth","Link Score","Inlinks","Unique Inlinks","Unique JS Inlinks","% of Total","Outlinks","Unique Outlinks","Unique JS Outlinks","External Outlinks","Unique External Outlinks","Unique External JS Outlinks","Closest Near Duplicate Match","No. Near Duplicates","Spelling Errors","Grammar Errors","Hash","Response Time","Last Modified","Redirect URL","Redirect Type","Cookies","Language","HTTP Version","Mobile Alternate Link","Closest Semantically Similar Address","Semantic Similarity Score","No. Semantically Similar","Semantic Relevance Score","URL Encoded Address","Crawl Timestamp"
"https://albaniavisit.com/sq/atraksionet/mali-i-dajtit/","text/html; charset=UTF-8","200","OK","Indexable","","Zbuloni malin e Dajtit të Shqipërisë që shfaqet lart mbi Tiranë","63","548","","0","0","Një teleferik i shpejtë përshkon kërkuesit e aventurës nga Tirana deri në malin e Dajtit, i mbushur me shtigje ecjeje, majat turistike dhe arratisjet në natyrë nga qyteti.","171","999","","0","0","","0","Mali i Dajtit","13","Zbuloni Tokën e Shqiponjave","27","Ik në male","10","Arritja në portën e parkut","26","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/sq/atraksionet/mali-i-dajtit/","","","","","","463839","99653","99653","38.833","","6670","927","7.195","62.967","Normal","10.995","3","3","","254","130","0","6.470","149","73","0","9","9","0","","","","","6c02d62ef1224f192f92d594680108f5","5.500","Tue, 14 Oct 2025 00:41:56 GMT","","","","sq","1.1","","","","","","https://albaniavisit.com/sq/atraksionet/mali-i-dajtit/","2025-10-13 19:41:51"
"https://albaniavisit.com/sq/shqiperia-parahistorike/","text/html; charset=UTF-8","200","OK","Indexable","","Prehistoria e Shqipërisë - Agimi i Qytetërimit 2000-167 p.e.s","61","532","","0","0","Eksploroni shfaqjen e shoqërive ilire në Shqipëri gjatë epokës së bronzit dhe hekurit, arritjet e tyre kulturore dhe rezistencën kundër pushtimit romak.","152","905","","0","0","","0","Ilirët","6","Zbuloni Tokën e Shqiponjave","27","Agimi i Qytetërimit","19","Ardhja dhe jeta e ilirëve","25","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/sq/shqiperia-parahistorike/","","","","","","419355","95140","95140","37.074","","6497","893","7.275","61.215","Normal","11.937","3","2","","17","12","0","0.600","143","73","0","7","7","0","","","","","30f770e7635b30330879ced6fa9d2d7d","5.293","Tue, 14 Oct 2025 00:41:58 GMT","","","","sq","1.1","","","","","","https://albaniavisit.com/sq/shqiperia-parahistorike/","2025-10-13 19:41:53"
"https://albaniavisit.com/accommodation/hotel-kapri/","text/html; charset=UTF-8","200","OK","Indexable","","Hotel Kapri | Visit Albania","27","227","","0","0","Hotel Kapri, located a mere 90 meters from the serene Mali I Robit Beach in Golem, stands out as a prime choice for travelers seeking both relaxation and adventure.","164","1007","","0","0","","0","Hotel Kapri","11","Tours near Golem","16","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-kapri/","","","","","","965413","116940","116940","45.570","","6196","1001","6.190","57.090","Fairly Hard","4.721","3","2","","207","104","0","5.180","415","194","0","17","14","0","","","","","76a22179c5a732549e66c72cb3c7a52a","9.939","Tue, 14 Oct 2025 00:42:04 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-kapri/","2025-10-13 19:41:55"
"https://albaniavisit.com/accommodation/guesthouse-dritan-tethorja/","text/html; charset=UTF-8","200","OK","Indexable","","Guesthouse Dritan Tethorja | Visit Albania","42","373","","0","0","Guesthouse Dritan Tethorja emerges as a serene retreat in the heart of Theth, merely 4 km away from the enchanting Theth National Park.","135","850","","0","0","","0","Guesthouse Dritan Tethorja","26","Tours near Theth","16","Chapter 6","9","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/guesthouse-dritan-tethorja/","","","","","","964351","117944","117944","45.961","","6126","983","6.232","57.618","Fairly Hard","4.658","3","2","","191","96","0","4.780","415","194","0","20","17","0","","","","","4a5d41908e5aaa5ac0d93431d0b67044","11.124","Tue, 14 Oct 2025 00:42:05 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/guesthouse-dritan-tethorja/","2025-10-13 19:41:54"
"https://albaniavisit.com/accommodation/natyral-razma-resort/","text/html; charset=UTF-8","200","OK","Indexable","","Natyral Razma Resort | Visit Albania","36","321","","0","0","Discover the hidden gem of the Albanian Alps, the Natyral Razma Resort, a haven for nature lovers and adventure seekers alike.","126","782","","0","0","","0","Natyral Razma Resort","20","Tours near Razëm","16","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/natyral-razma-resort/","","","","","","972308","117527","117527","45.798","","6289","1004","6.264","57.953","Fairly Hard","4.744","3","2","","211","106","0","5.280","415","192","0","17","14","0","","","","","3ce59a7059e768848db1e2852f04fba7","10.512","Tue, 14 Oct 2025 00:42:07 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/natyral-razma-resort/","2025-10-13 19:41:57"
"https://albaniavisit.com/accommodation/sol-tropikal-durres/","text/html; charset=UTF-8","200","OK","Indexable","","Sol Tropikal Durrës | Visit Albania","35","296","","0","0","Sol Tropikal Durrës emerges as a premier 4-star destination for travelers seeking a blend of comfort and convenience along the picturesque shores of Durrës.","156","962","","0","0","","0","Sol Tropikal Durrës","19","Tours near Durrës","17","Chapter 6","9","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/sol-tropikal-durres/","","","","","","980374","117938","117938","45.958","","6182","982","6.295","57.520","Fairly Hard","4.625","3","2","","189","95","0","4.730","415","196","0","22","20","0","","","","","c75724a3995a049f92bb25672e0dc5f0","11.881","Tue, 14 Oct 2025 00:42:07 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/sol-tropikal-durres/","2025-10-13 19:41:55"
"https://albaniavisit.com/accommodation/hotel-lubjana/","text/html; charset=UTF-8","200","OK","Indexable","","Hotel Lubjana | Visit Albania","29","251","","0","0","Hotel Lubjana emerges as a prime choice for travelers seeking a blend of comfort and convenience in Durrës, positioned just a stone's throw away from the serene Durres Beach.","174","1085","","0","0","","0","Hotel Lubjana","13","Tours near Durrës","17","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-lubjana/","","","","","","961945","117805","117805","45.907","","6361","1022","6.224","57.625","Fairly Hard","4.861","3","2","","217","109","0","5.430","415","195","0","17","14","0","","","","","a4a461f7ddb99f55b8211610fdd1e899","11.631","Tue, 14 Oct 2025 00:42:10 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-lubjana/","2025-10-13 19:41:58"
"https://albaniavisit.com/accommodation/hotel-luris/","text/html; charset=UTF-8","200","OK","Indexable","","Hotel Luris | Visit Albania","27","224","","0","0","Hotel Luris emerges as a prime choice for travelers seeking a serene getaway, perfectly positioned just steps from the captivating Shkëmbi i Kavajës Beach in Golem.","164","1010","","0","0","","0","Hotel Luris","11","Tours near Golem","16","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-luris/","","","","","","963010","117063","117063","45.617","","6214","999","6.220","56.876","Fairly Hard","4.748","3","2","","223","112","0","5.570","415","193","0","17","14","0","","","","","d516b99f4a2d1be27fe3ba3a8f74fb0","9.434","Tue, 14 Oct 2025 00:42:14 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-luris/","2025-10-13 19:42:05"
"https://albaniavisit.com/accommodation/klajdi-resort-spa/","text/html; charset=UTF-8","200","OK","Indexable","","Klajdi Resort & SPA | Visit Albania","35","300","","0","0","Klajdi Resort & SPA emerges as a modern oasis in Durrës, offering guests an exclusive slice of paradise with its private beach area and a plethora of amenities designed for comfort and relaxation.","196","1197","","0","0","","0","Klajdi Resort & SPA","19","Tours near Golem","16","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/klajdi-resort-spa/","","","","","","968085","117928","117928","45.955","","6242","1004","6.217","58.445","Fairly Hard","4.751","3","2","","237","119","0","5.920","415","192","0","17","14","0","","","","","3cfe790bcb81d1af09cf7c1858186e27","8.816","Tue, 14 Oct 2025 00:42:15 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/klajdi-resort-spa/","2025-10-13 19:42:06"
"https://albaniavisit.com/accommodation/new-w-hotel/","text/html; charset=UTF-8","200","OK","Indexable","","New W Hotel | Visit Albania","27","243","","0","0","New W Hotel emerges as a prime choice for travelers seeking comfort and convenience in the heart of Tirana.","107","669","","0","0","","0","New W Hotel","11","Tours near Tirana","17","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/new-w-hotel/","","","","","","964115","117051","117051","45.613","","6214","1011","6.146","58.067","Fairly Hard","4.744","3","2","","179","90","0","4.480","415","195","0","17","14","0","","","","","2273f3f17e6fc1e3727921a98b4fee38","8.150","Tue, 14 Oct 2025 00:42:16 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/new-w-hotel/","2025-10-13 19:42:08"
"https://albaniavisit.com/accommodation/vila-mateus/","text/html; charset=UTF-8","200","OK","Indexable","","Vila Mateus | Visit Albania","27","233","","0","0","Vila Mateus stands as a distinguished 4-star haven, merely a stone's throw away from the serene Spille Beach in Himare, offering guests an exceptional stay with its array of amenities.","184","1126","","0","0","","0","Vila Mateus","11","Tours near Himare","17","Chapter 6","9","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/vila-mateus/","","","","","","976793","118264","118264","46.085","","6143","987","6.224","57.842","Fairly Hard","4.591","3","2","","217","109","0","5.430","415","190","0","23","20","0","","","","","5d0d54bd58d51795b8de6cd2508291a9","9.170","Tue, 14 Oct 2025 00:42:17 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/vila-mateus/","2025-10-13 19:42:08"
"https://albaniavisit.com/accommodation/hotel-aross/","text/html; charset=utf-8","200","OK","Indexable","","Hotel Aross | Visit Albania","27","231","","0","0","Hotel Aross stands as a beacon of luxury in Vlorë, offering guests an unparalleled 5-star beachfront experience.","112","685","","0","0","","0","Hotel Aross","11","Tours near Vlorë","16","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-aross/","","","","","","985857","118954","118954","46.354","","6290","1009","6.234","57.965","Fairly Hard","4.678","3","2","","205","103","0","5.130","415","197","0","23","20","0","","","","","c8d830dea9a6961662eea263029903a6","0.167","Mon, 13 Oct 2025 10:43:10 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-aross/","2025-10-13 19:42:17"
"https://albaniavisit.com/accommodation/villa-bianca/","text/html; charset=UTF-8","200","OK","Indexable","","Villa Bianca | Visit Albania","28","231","","0","0","Villa Bianca emerges as a distinguished choice for travelers seeking a blend of comfort and convenience, situated 26 km from the vibrant Skanderbeg Square in Rubjekë.","166","1033","","0","0","","0","Villa Bianca","12","Tours near Rubjekë","18","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/villa-bianca/","","","","","","975795","117996","117996","45.981","","6292","1017","6.187","57.978","Fairly Hard","4.746","3","2","","201","101","0","5.030","415","193","0","20","17","0","","","","","47f3e9aada6e8f40c40de769bcb2b2be","9.054","Tue, 14 Oct 2025 00:42:19 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/villa-bianca/","2025-10-13 19:42:10"
"https://albaniavisit.com/accommodation/hotel-de-charme/","text/html; charset=UTF-8","200","OK","Indexable","","Hotel de Charme | Visit Albania","31","278","","0","0","Hotel de Charme stands out as a distinguished choice for travelers seeking both comfort and convenience in the heart of Tirana.","127","787","","0","0","","0","Hotel de Charme","15","Tours near Tirana","17","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-de-charme/","","","","","","964364","116353","116353","45.341","","6226","987","6.308","57.131","Fairly Hard","4.737","3","2","","223","112","0","5.570","415","195","0","16","14","0","","","","","1daecd1f5ef17cb8fccdb7c540efe199","10.111","Tue, 14 Oct 2025 00:42:24 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-de-charme/","2025-10-13 19:42:14"
"https://albaniavisit.com/accommodation/nord-hotel-boutique/","text/html; charset=UTF-8","200","OK","Indexable","","Nord Hotel Boutique | Visit Albania","35","307","","0","0","Nord Hotel Boutique, located in the vibrant city of Shkodër and a mere 49 km from the Port of Bar, stands out as a premier destination for travelers seeking both comfort and convenience.","186","1146","","0","0","","0","Nord Hotel Boutique","19","Tours near Shkodër","18","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/nord-hotel-boutique/","","","","","","961852","116364","116364","45.345","","6134","988","6.209","58.117","Fairly Hard","4.686","3","2","","231","116","0","5.770","415","194","0","17","14","0","","","","","16661811c8c459f34361345e74d660d7","10.252","Tue, 14 Oct 2025 00:42:25 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/nord-hotel-boutique/","2025-10-13 19:42:15"
"https://albaniavisit.com/accommodation/mazarine-hotel-vlore-albania/","text/html; charset=UTF-8","200","OK","Indexable","","Mazarine Hotel, Vlorë, Albania | Visit Albania","46","395","","0","0","Mazarine Hotel in Vlorë, Albania, stands out as a premier destination for travelers seeking both relaxation and adventure.","122","743","","0","0","","0","Mazarine Hotel, Vlorë, Albania","30","Tours near Vlorë","16","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/mazarine-hotel-vlore-albania/","","","","","","964936","117636","117636","45.841","","6274","1013","6.193","57.643","Fairly Hard","4.805","3","2","","187","94","0","4.680","415","191","0","17","14","0","","","","","f656d0ef55270a8bb4f8181a7fdaac42","9.677","Tue, 14 Oct 2025 00:42:26 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/mazarine-hotel-vlore-albania/","2025-10-13 19:42:17"
"https://albaniavisit.com/accommodation/oxford-hotel/","text/html; charset=utf-8","200","OK","Indexable","","Oxford hotel | Visit Albania","28","237","","0","0","Discover the charm of Oxford Hotel, a boutique gem located in the vibrant heart of the Old Town.","96","593","","0","0","","0","Oxford hotel","12","Tours near Tirana","17","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/oxford-hotel/","","","","","","966689","116636","116636","45.451","","6280","1012","6.206","57.646","Fairly Hard","4.768","3","2","","193","97","0","4.830","415","190","0","17","14","0","","","","","b6518cd035db6a0d8ce2e03fe8bcc641","0.160","Mon, 13 Oct 2025 22:44:47 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/oxford-hotel/","2025-10-13 19:42:27"
"https://albaniavisit.com/accommodation/bindi-studio-apartment/","text/html; charset=UTF-8","200","OK","Indexable","","Bindi Studio Apartment | Visit Albania","38","334","","0","0","Bindi Studio Apartment emerges as a prime choice for travelers seeking a serene beachfront escape in Durrës.","108","674","","0","0","","0","Bindi Studio Apartment","22","Tours near Durrës","17","Chapter 6","9","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/bindi-studio-apartment/","","","","","","959869","117343","117343","45.727","","6134","975","6.291","57.233","Fairly Hard","4.678","3","2","","197","99","0","4.930","415","193","0","20","17","0","","","","","9c827ed4904a310c2d8ae3496b5a0561","9.645","Tue, 14 Oct 2025 00:42:27 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/bindi-studio-apartment/","2025-10-13 19:42:17"
"https://albaniavisit.com/accommodation/hoja-apartments/","text/html; charset=UTF-8","200","OK","Indexable","","Hoja Apartments | Visit Albania","31","279","","0","0","Hoja Apartments in Tirana presents a refined choice for travelers seeking both comfort and convenience in the heart of the city.","128","781","","0","0","","0","Hoja Apartments","15","Tours near Tirana","17","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hoja-apartments/","","","","","","952204","116009","116009","45.207","","6106","981","6.224","57.809","Fairly Hard","4.683","3","2","","225","113","0","5.620","415","195","0","17","14","0","","","","","68f80bcad10c5cf9370b737c4d7c65fd","8.608","Tue, 14 Oct 2025 00:42:28 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hoja-apartments/","2025-10-13 19:42:19"
"https://albaniavisit.com/accommodation/demi-hotel/","text/html; charset=UTF-8","200","OK","Indexable","","Demi Hotel | Visit Albania","26","227","","0","0","Demi Hotel emerges as a distinguished choice for travelers seeking both relaxation and adventure in the heart of Sarandë.","121","747","","0","0","","0","Demi Hotel","10","Tours near Sarandë","18","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/demi-hotel/","","","","","","969868","117578","117578","45.818","","6230","1010","6.168","58.289","Fairly Hard","4.743","3","2","","199","100","0","4.980","415","194","0","17","14","0","","","","","abe440a392670f5c0de3350e25d0e68c","6.473","Tue, 14 Oct 2025 00:42:31 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/demi-hotel/","2025-10-13 19:42:25"
"https://albaniavisit.com/accommodation/queen-isabella-premium/","text/html; charset=UTF-8","200","OK","Indexable","","Queen Isabella Premium | Visit Albania","38","347","","0","0","Queen Isabella Premium stands as a beacon of comfort and elegance in Vlorë, offering breathtaking mountain views and a mere stone's throw away from the serene Vjetër Beach.","172","1097","","0","0","","0","Queen Isabella Premium","22","Tours near Vlorë","16","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/queen-isabella-premium/","","","","","","962469","117219","117219","45.678","","6166","993","6.209","57.964","Fairly Hard","4.707","3","2","","215","108","0","5.380","415","192","0","17","14","0","","","","","8dfd9d240aae63806937c712dbc3f0a9","6.514","Tue, 14 Oct 2025 00:42:32 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/queen-isabella-premium/","2025-10-13 19:42:25"
"https://albaniavisit.com/accommodation/yacht-premium-hotel/","text/html; charset=UTF-8","200","OK","Indexable","","Yacht Premium Hotel | Visit Albania","35","319","","0","0","Yacht Premium Hotel, located a mere stone's throw away from the vibrant Sarande Main Beach, stands as a beacon of comfort and luxury in Sarandë.","144","923","","0","0","","0","Yacht Premium Hotel","19","Tours near Sarandë","18","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/yacht-premium-hotel/","","","","","","970323","116375","116375","45.349","","6238","1007","6.195","57.292","Fairly Hard","4.729","3","2","","231","116","0","5.770","415","195","0","17","14","0","","","","","bcb5a7e864cc7ae5867afd330c731a86","6.662","Tue, 14 Oct 2025 00:42:34 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/yacht-premium-hotel/","2025-10-13 19:42:27"
"https://albaniavisit.com/accommodation/llogora-tourist-village/","text/html; charset=UTF-8","200","OK","Indexable","","Llogora Tourist Village | Visit Albania","39","328","","0","0","Llogora Tourist Village stands as a serene oasis amidst the lush greenery of Llogora National Park, offering guests a unique blend of natural beauty and modern amenities.","170","1052","","0","0","","0","Llogora Tourist Village","23","Tours near Dhërmi","17","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/llogora-tourist-village/","","","","","","965517","117338","117338","45.725","","6248","1003","6.229","57.377","Fairly Hard","4.764","3","2","","231","116","0","5.770","415","189","0","17","14","0","","","","","d2e53f27811cffe3e40415789660ef50","6.663","Tue, 14 Oct 2025 00:42:34 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/llogora-tourist-village/","2025-10-13 19:42:27"
"https://albaniavisit.com/accommodation/coral-guesthouse-sarande/","text/html; charset=utf-8","200","OK","Indexable","","Coral Guesthouse Sarandë | Visit Albania","40","365","","0","0","Coral Guesthouse Sarandë emerges as a charming retreat for travelers seeking both tranquility and adventure in the heart of Sarandë.","132","825","","0","0","","0","Coral Guesthouse Sarandë","24","Tours near Sarandë","18","Chapter 6","9","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/coral-guesthouse-sarande/","","","","","","966245","118531","118531","46.190","","6220","1003","6.201","57.550","Fairly Hard","4.718","3","2","","213","107","0","5.330","415","190","0","20","17","0","","","","","b13aa864709c5e34a9d6cb832b52c40c","0.200","Mon, 13 Oct 2025 07:50:23 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/coral-guesthouse-sarande/","2025-10-13 19:42:34"
"https://albaniavisit.com/accommodation/vm-resort-spa/","text/html; charset=utf-8","200","OK","Indexable","","VM Resort & SPA | Visit Albania","31","280","","0","0","VM Resort & SPA stands as a premier 5-star destination in Golem, directly facing the pristine beachfront.","105","642","","0","0","","0","VM Resort & SPA","15","Tours near Golem","16","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/vm-resort-spa/","","","","","","974849","118623","118623","46.225","","6203","1006","6.166","58.572","Fairly Hard","4.668","3","2","","231","116","0","5.770","415","191","0","20","17","0","","","","","de3a855505405b92036b6c797d1712b2","0.181","Mon, 13 Oct 2025 06:47:19 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/vm-resort-spa/","2025-10-13 19:42:34"
"https://albaniavisit.com/accommodation/hotel-thethi/","text/html; charset=utf-8","200","OK","Indexable","","Hotel Thethi | Visit Albania","28","237","","0","0","Hotel Thethi emerges as a distinguished choice for travelers seeking a serene retreat close to Theth National Park, located just 5.","131","788","","0","0","","0","Hotel Thethi","12","Tours near Theth","16","Chapter 6","9","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-thethi/","","","","","","969365","117670","117670","45.854","","6082","985","6.175","57.602","Fairly Hard","4.611","3","2","","191","96","0","4.780","415","192","0","26","23","0","","","","","ed9e9230c4723a89733496cff0788cfc","0.193","Mon, 13 Oct 2025 08:38:08 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-thethi/","2025-10-13 19:42:34"
"https://albaniavisit.com/accommodation/hotel-frojd-beach-front-resort/","text/html; charset=UTF-8","200","OK","Indexable","","Hotel Frojd - Beach Front Resort | Visit Albania","48","411","","0","0","Hotel Frojd - Beach Front Resort stands as a distinguished 4-star haven in Shëngjin, boasting direct beachfront access that promises an unforgettable stay.","155","957","","0","0","","0","Hotel Frojd - Beach Front Resort","32","Tours near Shëngjin","19","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-frojd-beach-front-resort/","","","","","","963911","116447","116447","45.377","","6099","981","6.217","57.902","Fairly Hard","4.660","3","2","","223","112","0","5.570","415","191","0","16","14","0","","","","","53fa00209b8b2aa5d653fedf2c1fe796","6.644","Tue, 14 Oct 2025 00:42:35 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-frojd-beach-front-resort/","2025-10-13 19:42:28"
"https://albaniavisit.com/accommodation/hotel-turizem-shkelzeni/","text/html; charset=UTF-8","200","OK","Indexable","","Hotel Turizem Shkelzeni | Visit Albania","39","345","","0","0","Hotel Turizem Shkelzeni stands out as a beacon of comfort and hospitality in Bajram Curri, located a mere 45 km from the historic Visoki Dečani Monastery.","154","956","","0","0","","0","Hotel Turizem Shkelzeni","23","Tours near Bajram","17","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-turizem-shkelzeni/","","","","","","958913","116919","116919","45.561","","6233","997","6.252","57.417","Fairly Hard","4.776","3","2","","199","100","0","4.980","415","190","0","17","14","0","","","","","9a97215713feb2ef6fc3e565ba63930b","7.058","Tue, 14 Oct 2025 00:42:38 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-turizem-shkelzeni/","2025-10-13 19:42:31"
"https://albaniavisit.com/accommodation/hotel-holiday/","text/html; charset=UTF-8","200","OK","Indexable","","Hotel Holiday | Visit Albania","29","246","","0","0","Hotel Holiday emerges as a serene oasis in Koplik, situated a mere 41 km from the iconic Church of the Holy Heart of Jesus, offering a blend of comfort and convenience for travelers.","182","1114","","0","0","","0","Hotel Holiday","13","Tours near Koplik","17","Rooms","5","Chapter 6","9","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-holiday/","","","","","","965839","117640","117640","45.842","","6142","997","6.160","57.498","Fairly Hard","4.683","3","2","","221","111","0","5.530","415","194","0","20","17","0","","","","","6336432b0746ba936db248b088ee93a6","6.677","Tue, 14 Oct 2025 00:42:39 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-holiday/","2025-10-13 19:42:32"
"https://albaniavisit.com/accommodation/hotel-vila-aleksander/","text/html; charset=UTF-8","200","OK","Indexable","","Hotel Vila Aleksander | Visit Albania","37","319","","0","0","Hotel Vila Aleksander emerges as a prime choice for travelers seeking a blend of comfort and convenience in the heart of Berat.","127","779","","0","0","","0","Hotel Vila Aleksander","21","Tours near Berat","16","Chapter 6","9","","0","follow, index, max-snippet:-1, max-video-preview:-1, max-image-preview:large","","","https://albaniavisit.com/accommodation/hotel-vila-aleksander/","","","","","","962024","117162","117162","45.656","","6131","978","6.269","56.827","Fairly Hard","4.681","3","2","","247","124","0","6.170","415","196","0","20","17","0","","","","","83edecf68923c9c81f965cdbdf839018","8.080","Tue, 14 Oct 2025 00:42:42 GMT","","","","en-US","1.1","","","","","","https://albaniavisit.com/accommodation/hotel-vila-aleksander/","2025-10-13 19:42:34"
