id,object_type,slug,seo_title,seo_description,is_pillar_content,focus_keyword,seo_score,robots,advanced_robots,canonical_url,primary_term,schema_data,social_facebook_thumbnail,social_facebook_title,social_facebook_description,social_twitter_thumbnail,social_twitter_title,social_twitter_description,redirect_to,redirect_type
"78177","post","vila-vilson","","","no","","","","","","","","","","","","","","",""
"78190","post","hotel-ana","","","no","","","","","","","","","","","","","","",""
"78197","post","luxury-dream-apartments","","","no","","","","","","","","","","","","","","",""
"78202","post","center-elite-tirana","","","no","","","","","","","","","","","","","","",""
"78215","post","vila-sofia-guest-house","","","no","","","","","","","","","","","","","","",""
"78231","post","li","","","no","","","","","","","","","","","","","","",""
"78244","post","tirana-apartment-2","","","no","","","","","","","","","","","","","","",""
"78249","post","amazing-view","","","no","","","","","","","","","","","","","","",""
"78255","post","otto-hotel","","","no","","","","","","","","","","","","","","",""
"78268","post","bar-restaurant-hotel-te-gusti","","","no","","","","","","","","","","","","","","",""
"78281","post","enias-room","","","no","","","","","","","","","","","","","","",""
"78287","post","welcome-beach-apartment","","","no","","","","","","","","","","","","","","",""
"78293","post","hotel-demokracia","","","no","","","","","","","","","","","","","","",""
"78306","post","guest-house-bashaj","","","no","","","","","","","","","","","","","","",""
"78312","post","gjiri-i-lalzit-lura-3-apartment-toni","","","no","","","","","","","","","","","","","","",""
"78321","post","korca-luxury-apartments-rooms","","","no","","","","","","","","","","","","","","",""
"78327","post","sea-la-vie-anesti","","","no","","","","","","","","","","","","","","",""
"78333","post","royal-suite-korca","","","no","","","","","","","","","","","","","","",""
"78337","post","ebel-boutique-hotel","","","no","","","","","","","","","","","","","","",""
"78350","post","apartament-oresti","","","no","","","","","","","","","","","","","","",""
"78357","post","guesthouse-rireyiana","","","no","","","","","","","","","","","","","","",""
"78370","post","wooden-house","","","no","","","","","","","","","","","","","","",""
"78383","post","vila-a-hotel","","","no","","","","","","","","","","","","","","",""
"78396","post","belle-littleparis","","","no","","","","","","","","","","","","","","",""
"78401","post","guesthouse-tershana","","","no","","","","","","","","","","","","","","",""
"78414","post","vh-eurostar-tirana-hotel-congress-tirana-spa","","","no","","","","","","","","","","","","","","",""
"78427","post","albs-apartment-2","","","no","","","","","","","","","","","","","","",""
"78440","post","ajla-apartment","","","no","","","","","","","","","","","","","","",""
"78446","post","kulla-hupi-agriturism","","","no","","","","","","","","","","","","","","",""
"78459","post","vila-rira-rrajce-shebenik","","","no","","","","","","","","","","","","","","",""
"78472","post","black-diamond-hotel","","","no","","","","","","","","","","","","","","",""
"78485","post","deluxe-executive-spa-by-rafaelo","","","no","","","","","","","","","","","","","","",""
"78498","post","at-pikotikos-korca-city-rooms-for-rent","","","no","","","","","","","","","","","","","","",""
"78511","post","vila-ekrem","","","no","","","","","","","","","","","","","","",""
"78524","post","novs-apartment","","","no","","","","","","","","","","","","","","",""
"78533","post","olis-apartment","","","no","","","","","","","","","","","","","","",""
"78544","post","vila-1","","","no","","","","","","","","","","","","","","",""
"78557","post","mk-hotel-tirana","","","no","","","","","","","","","","","","","","",""
"78570","post","central-studio-apartments","","","no","","","","","","","","","","","","","","",""
"78574","post","perfect-apartment","","","no","","","","","","","","","","","","","","",""
"78578","post","jm-luxury-apartments-saranda","","","no","","","","","","","","","","","","","","",""
"78584","post","elite-apartments","","","no","","","","","","","","","","","","","","",""
"78592","post","jona-apartment","","","no","","","","","","","","","","","","","","",""
"58877","post","hotel-kristal","","","no","","","","","","","","","","","","","","",""
"71311","post","downtown-apartment","","","no","","","","","","","","","","","","","","",""
"78601","post","apartament-me-qera-dublex-lungomare","","","no","","","","","","","","","","","","","","",""
"78603","post","tam-serviced-apartments-city-center-no2","","","no","","","","","","","","","","","","","","",""
"78609","post","tam-serviced-apartment-city-centre-no1","","","no","","","","","","","","","","","","","","",""
"78614","post","bujtina-izet-selimaj","","","no","","","","","","","","","","","","","","",""
"78627","post","tirana-center-apartment-1","","","no","","","","","","","","","","","","","","",""
"78635","post","9-kateshet-apartment","","","no","","","","","","","","","","","","","","",""
"78638","post","hotel-number-one","","","no","","","","","","","","","","","","","","",""
"78651","post","citycenterhotel-shkoder","","","no","","","","","","","","","","","","","","",""
"78664","post","lucas-apartment","","","no","","","","","","","","","","","","","","",""
"78671","post","hotel-artist","","","no","","","","","","","","","","","","","","",""
"78684","post","arturs-apartment-2","","","no","","","","","","","","","","","","","","",""
"78686","post","envy-hotel","","","no","","","","","","","","","","","","","","",""
"78699","post","step-to-the-sea-apartment-fast-wifi-double-ac","","","no","","","","","","","","","","","","","","",""
"78708","post","admiral-hotel","","","no","","","","","","","","","","","","","","",""
"78721","post","progon-house","","","no","","","","","","","","","","","","","","",""
"78734","post","hotel-panorama-elbasan","","","no","","","","","","","","","","","","","","",""
"78742","post","mels-place","","","no","","","","","","","","","","","","","","",""
"78746","post","hotel-bora","","","no","","","","","","","","","","","","","","",""
"78759","post","foleza-bed-and-breakfast","","","no","","","","","","","","","","","","","","",""
"78772","post","panoramic-apartment-amelia","","","no","","","","","","","","","","","","","","",""
"78796","post","downtown-view-modern-apartment","","","no","","","","","","","","","","","","","","",""
"78798","post","lindita-apartment","","","no","","","","","","","","","","","","","","",""
"78808","post","nikki-apartments-3","","","no","","","","","","","","","","","","","","",""
"78816","post","sahati-hotel-restaurant","","","no","","","","","","","","","","","","","","",""
"78829","post","enjoy-travel-cute-studio-apartment","","","no","","","","","","","","","","","","","","",""
"78837","post","family-suite-residence","","","no","","","","","","","","","","","","","","",""
"78838","post","silver-apartament","","","no","","","","","","","","","","","","","","",""
"78851","post","freskia-golem","","","no","","","","","","","","","","","","","","",""
"78853","post","park-plazza","","","no","","","","","","","","","","","","","","",""
"78866","post","seafront-luxury-apartment-150-meter-secured-parking","","","no","","","","","","","","","","","","","","",""
"78875","post","cheap-and-comfortable-apartment-at-seaside","","","no","","","","","","","","","","","","","","",""
"78884","post","bujtina-te-rapi","","","no","","","","","","","","","","","","","","",""
"78897","post","green-forest","","","no","","","","","","","","","","","","","","",""
"78910","post","villa-elear","","","no","","","","","","","","","","","","","","",""
"78923","post","enjoy-travel-durres-beach-apartment","","","no","","","","","","","","","","","","","","",""
"78931","post","minty-apartment-145","","","no","","","","","","","","","","","","","","",""
"78939","post","tree-hotel","","","no","","","","","","","","","","","","","","",""
"78952","post","regina-garden-vlore","","","no","","","","","","","","","","","","","","",""
"78965","post","tresor-art-boutique-hotel","","","no","","","","","","","","","","","","","","",""
"78978","post","koa-studio-apartment","","","no","","","","","","","","","","","","","","",""
"78980","post","best-summer-apartment","","","no","","","","","","","","","","","","","","",""
"78983","post","tirana-apartment-garda","","","no","","","","","","","","","","","","","","",""
"78984","post","hotel-bonsai","","","no","","","","","","","","","","","","","","",""
"78997","post","enis-apartments","","","no","","","","","","","","","","","","","","",""
"78999","post","cocja-boutique-hotel","","","no","","","","","","","","","","","","","","",""
"79012","post","shtepi-me-qera-fier","","","no","","","","","","","","","","","","","","",""
"79015","post","penelope-2","","","no","","","","","","","","","","","","","","",""
"79028","post","sunset-house","","","no","","","","","","","","","","","","","","",""
"79031","post","hotel-shpetimi","","","no","","","","","","","","","","","","","","",""
"79044","post","rafaelo-comfort-family","","","no","","","","","","","","","","","","","","",""
"79057","post","hotel-vasho","","","no","","","","","","","","","","","","","","",""
"79070","post","mulaj-hotel","","","no","","","","","","","","","","","","","","",""
"79083","post","miku-apartment-adorable-apartment-at-bllok-area","","","no","","","","","","","","","","","","","","",""
"79085","post","mario-apartments-1-vlore","","","no","","","","","","","","","","","","","","",""
"79087","post","currila-durres-vacations","","","no","","","","","","","","","","","","","","",""
"79096","post","miku-apartment-amazing-1bd-at-wilson-square","","","no","","","","","","","","","","","","","","",""
"79107","post","vila-shehaj-luxury","","","no","","","","","","","","","","","","","","",""
"79108","post","ionian-waves-apartment","","","no","","","","","","","","","","","","","","",""
"79116","post","private-house-durres","","","no","","","","","","","","","","","","","","",""
"79126","post","villa-meminaj-vlore-sea-view-and-garden-vlore","","","no","","","","","","","","","","","","","","",""
"79134","post","hotel-driloni","","","no","","","","","","","","","","","","","","",""
"79147","post","ramas-hotel","","","no","","","","","","","","","","","","","","",""
"79164","post","villa-domenico-korce","","","no","","","","","","","","","","","","","","",""
"79177","post","mia-guest-house-entire-home-with-balcony-garden-view","","","no","","","","","","","","","","","","","","",""
"79179","post","cozy-rooftop-apartment-your-home-away-from-home","","","no","","","","","","","","","","","","","","",""
"79180","post","kraal-hotel-vlore","","","no","","","","","","","","","","","","","","",""
"79193","post","cozy-apartment","","","no","","","","","","","","","","","","","","",""
"79197","post","sion-sarande-apartments","","","no","","","","","","","","","","","","","","",""
"79203","post","guesthouse-jasmine","","","no","","","","","","","","","","","","","","",""
"79216","post","apartment-number-one","","","no","","","","","","","","","","","","","","",""
"79224","post","bral-apartment-3","","","no","","","","","","","","","","","","","","",""
"79227","post","saranda-nik-apartment","","","no","","","","","","","","","","","","","","",""
"79235","post","albanian-traditional-villa","","","no","","","","","","","","","","","","","","",""
"79245","post","diar-apartment","","","no","","","","","","","","","","","","","","",""
"79250","post","d1-apartments","","","no","","","","","","","","","","","","","","",""
"79254","post","hotel-london","","","no","","","","","","","","","","","","","","",""
"79267","post","deluxe-garden-apartment-at-marea-resort","","","no","","","","","","","","","","","","","","",""
"79280","post","guesthouse-redilka","","","no","","","","","","","","","","","","","","",""
"79297","post","peace-apartments","","","no","","","","","","","","","","","","","","",""
"79301","post","tres-belle","","","no","","","","","","","","","","","","","","",""
"79314","post","trident-residence","","","no","","","","","","","","","","","","","","",""
"79325","post","vila-mateus","","","no","","","","","","","","","","","","","","",""
"79338","post","hysaj-agroturizem","","","no","","","","","","","","","","","","","","",""
"79351","post","valmar-hotel","","","no","","","","","","","","","","","","","","",""
"79364","post","appartamento-nr-27-centrale-e-luminoso","","","no","","","","","","","","","","","","","","",""
"79367","post","hotel-alexander","","","no","","","","","","","","","","","","","","",""
"79380","post","apartament-kici-korce","","","no","","","","","","","","","","","","","","",""
"79389","post","syzo-rooftop-360","","","no","","","","","","","","","","","","","","",""
"79391","post","spacious-and-cozy-apartment-ajia-apartment","","","no","","","","","","","","","","","","","","",""
"79395","post","hilltop-heaven-hotel","","","no","","","","","","","","","","","","","","",""
"79408","post","bral-apartments-4","","","no","","","","","","","","","","","","","","",""
"79410","post","era-palace-apartments","","","no","","","","","","","","","","","","","","",""
"79414","post","ames-hotel-spa","","","no","","","","","","","","","","","","","","",""
"79427","post","central-home-away-from-home","","","no","","","","","","","","","","","","","","",""
"79432","post","at-gjergj-fishta-apart-house-shkoder","","","no","","","","","","","","","","","","","","",""
"79439","post","nirvana-resort-spa","","","no","","","","","","","","","","","","","","",""
"79455","post","sky-apartment","","","no","","","","","","","","","","","","","","",""
"79460","post","arteg-apartments-full-sea-view","","","no","","","","","","","","","","","","","","",""
"79462","post","the-heart-of-the-bazaar-guest-house","","","no","","","","","","","","","","","","","","",""
"79478","post","royal-east-resort","","","no","","","","","","","","","","","","","","",""
"79494","post","mercure-apartments","","","no","","","","","","","","","","","","","","",""
"79495","post","skysea-view-apartment","","","no","","","","","","","","","","","","","","",""
"79497","post","lungomare-apartament-sea-view-koral","","","no","","","","","","","","","","","","","","",""
"79506","post","grazioso-monolocale-arredato-a-due-passi-dal-lungomare-vlore","","","no","","","","","","","","","","","","","","",""
"79509","post","grand-hotel-pogradec","","","no","","","","","","","","","","","","","","",""
"79525","post","home-sweet-home-1-guest-house","","","no","","","","","","","","","","","","","","",""
"79541","post","jico-travel-bani-apartments","","","no","","","","","","","","","","","","","","",""
"79544","post","lt-luxury-villa","","","no","","","","","","","","","","","","","","",""
"79552","post","hotel-sofo","","","no","","","","","","","","","","","","","","",""
"79568","post","dolce-italia-residence","","","no","","","","","","","","","","","","","","",""
"79569","post","n-hotel-by-noshi","","","no","","","","","","","","","","","","","","",""
"79585","post","gjipe-eco-campground","","","no","","","","","","","","","","","","","","",""
"79601","post","stef-stam-nerantzis","","","no","","","","","","","","","","","","","","",""
"79615","post","white-sea-view-residence-2","","","no","","","","","","","","","","","","","","",""
"79618","post","francis-apartment","","","no","","","","","","","","","","","","","","",""
"79620","post","holiday-home-lurthi","","","no","","","","","","","","","","","","","","",""
"79623","post","jata-crown-hotel","","","no","","","","","","","","","","","","","","",""
"79639","post","the-golden-rooster","","","no","","","","","","","","","","","","","","",""
"79655","post","boulevard-boutique-aparthotel","","","no","","","","","","","","","","","","","","",""
"79676","post","bral-apartment-5","","","no","","","","","","","","","","","","","","",""
"79679","post","your-apartment","","","no","","","","","","","","","","","","","","",""
"79683","post","best-apartment","","","no","","","","","","","","","","","","","","",""
"79686","post","albania-sarande-adar-1","","","no","","","","","","","","","","","","","","",""
"79693","post","kubeja-guest-house","","","no","","","","","","","","","","","","","","",""
"79696","post","primo-hotel","","","no","","","","","","","","","","","","","","",""
"79712","post","jico-travel-villa-jico","","","no","","","","","","","","","","","","","","",""
"79715","post","apartment-with-view","","","no","","","","","","","","","","","","","","",""
"79717","post","hotel-golden-palace","","","no","","","","","","","","","","","","","","",""
"79733","post","hotel-ksamili","","","no","","","","","","","","","","","","","","",""
"79749","post","maison-apartments","","","no","","","","","","","","","","","","","","",""
"79765","post","sunlit-house-city-center","","","no","","","","","","","","","","","","","","",""
"79773","post","jico-travel-erjon-apartments","","","no","","","","","","","","","","","","","","",""
"79775","post","agroturizem-bylis","","","no","","","","","","","","","","","","","","",""
"79791","post","villa-mare","","","no","","","","","","","","","","","","","","",""
"79807","post","seaview-terrace-penthouse-top-loft-box-garage","","","no","","","","","","","","","","","","","","",""
"79815","post","albania-dream-holidays-studio-ksamil","","","no","","","","","","","","","","","","","","",""
"79831","post","bral-apartment-6","","","no","","","","","","","","","","","","","","",""
"79832","post","private-apartment-at-guest-house-hektor-aferdita","","","no","","","","","","","","","","","","","","",""
"79848","post","vala-mar-apartment-a41","","","no","","","","","","","","","","","","","","",""
"79857","post","apartment-in-lungo-mare-vlore","","","no","","","","","","","","","","","","","","",""
"79865","post","modern-sea-view-apartment-for-a-perfect-holiday","","","no","","","","","","","","","","","","","","",""
"79866","post","albania-dream-holidays-room-ksamil","","","no","","","","","","","","","","","","","","",""
"79882","post","nimfeum-apartments","","","no","","","","","","","","","","","","","","",""
"79885","post","berati-castle-hotel","","","no","","","","","","","","","","","","","","",""
"79901","post","livias-guesthouse","","","no","","","","","","","","","","","","","","",""
"79917","post","stone-house-obelisk","","","no","","","","","","","","","","","","","","",""
"79933","post","louis-appartment","","","no","","","","","","","","","","","","","","",""
"79938","post","white-beach-villa-2-luxury","","","no","","","","","","","","","","","","","","",""
"79947","post","leka-guesthouse","","","no","","","","","","","","","","","","","","",""
"79950","post","martin-ferraj-riviera","","","no","","","","","","","","","","","","","","",""
"79954","post","oro-apartments-tirana","","","no","","","","","","","","","","","","","","",""
"79960","post","inn-cloud-gjirokaster","","","no","","","","","","","","","","","","","","",""
"79965","post","rock-star-pllakat","","","no","","","","","","","","","","","","","","",""
"79981","post","hotel-joni-premium","","","no","","","","","","","","","","","","","","",""
"79997","post","hotel-apostoli","","","no","","","","","","","","","","","","","","",""
"80013","post","tea-residence-gjiri-i-lalzit-apartments","","","no","","","","","","","","","","","","","","",""
"80018","post","ilias-house","","","no","","","","","","","","","","","","","","",""
"80031","post","2v1-blloku-bkt","","","no","","","","","","","","","","","","","","",""
"80035","post","villa-xhefri","","","no","","","","","","","","","","","","","","",""
"80048","post","mani-guest-house","","","no","","","","","","","","","","","","","","",""
"80054","post","murati-suites","","","no","","","","","","","","","","","","","","",""
"80067","post","viki-sea-view-apartment","","","no","","22","","","","","","","","","","","","",""
"80077","post","armando-apartments","","","no","","","","","","","","","","","","","","",""
"80081","post","2v1-myslym-shyri","","","no","","","","","","","","","","","","","","",""
"80092","post","hidden-gem-in-the-center-of-tirana","","","no","","","","","","","","","","","","","","",""
"80098","post","beachfront-villa-in-qerret-beach-with-a-private-pool","","","no","","19","","","","","","","","","","","","",""
"80107","post","fllad-resort-spa-durres","","","no","","","","","","","","","","","","","","",""
"80120","post","the-sea-house-velipoje","","","no","","","","","","","","","","","","","","",""
"80124","post","guest-house-ktona","","","no","","","","","","","","","","","","","","",""
"80129","post","cozy-stay-apartment","","","no","","","","","","","","","","","","","","",""
"80139","post","hotel-roas-ksamil","","","no","","","","","","","","","","","","","","",""
"80152","post","fjortes-palace","","","no","","","","","","","","","","","","","","",""
"80165","post","thano-apartments","","","no","","","","","","","","","","","","","","",""
"80179","post","novruzi-housing-complex","","","no","","","","","","","","","","","","","","",""
"80182","post","chateau-sukaj","","","no","","","","","","","","","","","","","","",""
"80186","post","apartment-artemis","","","no","","","","","","","","","","","","","","",""
"80188","post","holiday-cabins-vlore","","","no","","","","","","","","","","","","","","",""
"80198","post","guesthouse-af","","","no","","","","","","","","","","","","","","",""
"80211","post","guesthouse-aleksander","","","no","","","","","","","","","","","","","","",""
"80217","post","the-central-view-boutique-hotel","","","no","","","","","","","","","","","","","","",""
"80230","post","villa-luiza-2","","","no","","","","","","","","","","","","","","",""
"80238","post","hotel-autochthonous","","","no","","","","","","","","","","","","","","",""
"80251","post","sunrise-suites","","","no","","","","","","","","","","","","","","",""
"80255","post","villa-70-guesthouse","","","no","","","","","","","","","","","","","","",""
"80268","post","the-quiet-place","","","no","","","","","","","","","","","","","","",""
"80273","post","sea-scape-apartment","","","no","","","","","","","","","","","","","","",""
"80276","post","vila-basho","","","no","","","","","","","","","","","","","","",""
"80284","post","pine-apartment-2-plus-1","","","no","","","","","","","","","","","","","","",""
"80289","post","vacation-apartment-near-the-lake-apartament-afer-liqenit","","","no","","","","","","","","","","","","","","",""
"80297","post","guest-house-tian","","","no","","","","","","","","","","","","","","",""
"80301","post","hotel-europa","","","no","","","","","","","","","","","","","","",""
"80314","post","vila-beni","","","no","","","","","","","","","","","","","","",""
"80327","post","relax-rental","","","no","","","","","","","","","","","","","","",""
"80331","post","gjonis-apartment","","","no","","","","","","","","","","","","","","",""
"80340","post","sofias-cozy-rooms","","","no","","","","","","","","","","","","","","",""
"80353","post","dibras-apartment","","","no","","","","","","","","","","","","","","",""
"80359","post","main-square-apartment","","","no","","","","","","","","","","","","","","",""
"80360","post","ake-twin-apartments","","","no","","","","","","","","","","","","","","",""
"59095","post","hotel-imperial","","","no","","","","","","","","","","","","","","",""
"65452","post","hillside-apartments","","","no","","","","","","","","","","","","","","",""
"80369","post","ake-apartmens","","","no","","","","","","","","","","","","","","",""
"80378","post","white-crown-hotel","","","no","","","","","","","","","","","","","","",""
"80391","post","eldis-apartments","","","no","","","","","","","","","","","","","","",""
"80407","post","skanderbeg-square-center-apartments-3","","","no","","","","","","","","","","","","","","",""
"80415","post","seaview-alba-appartament-close-to-beach","","","no","","","","","","","","","","","","","","",""
"80423","post","meltin-apartments","","","no","","","","","","","","","","","","","","",""
"80429","post","vila-c","","","no","","","","","","","","","","","","","","",""
"80442","post","shehus-apartments","","","no","","","","","","","","","","","","","","",""
"80451","post","tonis-studios","","","no","","","","","","","","","","","","","","",""
"80464","post","pacific-2-bedroom-villa-palase","","","no","","","","","","","","","","","","","","",""
"80479","post","danis-apartments","","","no","","","","","","","","","","","","","","",""
"80483","post","xhani-apartments","","","no","","","","","","","","","","","","","","",""
"80493","post","villa-kasa","","","no","","","","","","","","","","","","","","",""
"80495","post","villa-amal-palase","","","no","","","","","","","","","","","","","","",""
"80507","post","stelas-apartment","","","no","","","","","","","","","","","","","","",""
"80511","post","bajovah-apartments-restaurant","","","no","","","","","","","","","","","","","","",""
"80515","post","sunrise-lindita","","","no","","","","","","","","","","","","","","",""
"80518","post","glow-two-bedroom-apartment","","","no","","","","","","","","","","","","","","",""
"80525","post","steviola-apartment","","","no","","","","","","","","","","","","","","",""
"80527","post","vila-orion","","","no","","","","","","","","","","","","","","",""
"80536","post","driti-gh-nderlysa","","","no","","","","","","","","","","","","","","",""
"80549","post","hotel-sh-sh","","","no","","","","","","","","","","","","","","",""
"80562","post","remarkable-apartment","","","no","","","","","","","","","","","","","","",""
"80564","post","beach-duplex","","","no","","","","","","","","","","","","","","",""
"80570","post","giulia-albergo-hotel","","","no","","","","","","","","","","","","","","",""
"80588","post","city-beach-apartment","","","no","","","","","","","","","","","","","","",""
"80597","post","adriatik-guesthouse","","","no","","","","","","","","","","","","","","",""
"80610","post","solhouse","","","no","","","","","","","","","","","","","","",""
"80613","post","deda-apartments","","","no","","","","","","","","","","","","","","",""
"80615","post","feels-like-home-studio-apartments-flh-albania","","","no","","","","","","","","","","","","","","",""
"80616","post","oyster-apartments","","","no","","","","","","","","","","","","","","",""
"80617","post","dori-apartments-perla-resort","","","no","","","","","","","","","","","","","","",""
"80627","post","guest-house-bracaj","","","no","","","","","","","","","","","","","","",""
"80640","post","elite-hotel","","","no","","","","","","","","","","","","","","",""
"80653","post","city-center-cute-and-comfy-apartment-ajia-apartments","","","no","","","","","","","","","","","","","","",""
"80671","post","unique-traditional-house-hosted-by-jg","","","no","","","","","","","","","","","","","","",""
"80673","post","super-apartment-100m2-2-sovrum","","","no","","","","","","","","","","","","","","",""
"80689","post","gold-apartments","","","no","","","","","","","","","","","","","","",""
"80694","post","villa-gezimi","","","no","","","","","","","","","","","","","","",""
"80696","post","hotel-peroni","","","no","","","","","","","","","","","","","","",""
"80709","post","apartment-suite-family","","","no","","","","","","","","","","","","","","",""
"80716","post","vila-3-korce","","","no","","","","","","","","","","","","","","",""
"80725","post","bujtina-albjoni","","","no","","","","","","","","","","","","","","",""
"80738","post","villa-be-2","","","no","","","","","","","","","","","","","","",""
"80741","post","habitat-hotel-tirana","","","no","","","","","","","","","","","","","","",""
"80754","post","apartament-emiri-golem","","","no","","","","","","","","","","","","","","",""
"80756","post","star-holiday-apartments","","","no","","","","","","","","","","","","","","",""
"80759","post","aria-baci-guest-house","","","no","","","","","","","","","","","","","","",""
"77710","post","amare-hotel","","","no","","","","","","","","","","","","","","",""
"80772","post","hotel-boutique-vila-135","","","no","","","","","","","","","","","","","","",""
"80785","post","lovely-golem-durres-apartment","","","no","","","","","","","","","","","","","","",""
"80789","post","hotel-mare-2","","","no","","","","","","","","","","","","","","",""
"80815","post","garden-guest-house","","","no","","","","","","","","","","","","","","",""
"80828","post","living-studio-apartments","","","no","","","","","","","","","","","","","","",""
"80841","post","guesthouse-shtepia-ime","","","no","","","","","","","","","","","","","","",""
"80854","post","white-hotel","","","no","","","","","","","","","","","","","","",""
"80867","post","roris-apartment-qerret","","","no","","","","","","","","","","","","","","",""
"80876","post","nolea-boutique-hotel","","","no","","","","","","","","","","","","","","",""
"80889","post","shemes-apartments","","","no","","","","","","","","","","","","","","",""
"80890","post","camping-cajupi","","","no","","","","","","","","","","","","","","",""
"80895","post","medieval-rooms","","","no","","","","","","","","","","","","","","",""
"80908","post","pinea-hotel-resort-spa","","","no","","","","","","","","","","","","","","",""
"80921","post","new-central-apartment","","","no","","","","","","","","","","","","","","",""
"80924","post","the-hill-sea-view-apartment","","","no","","","","","","","","","","","","","","",""
"80933","post","kasneci-residence-countryside-villa","","","no","","","","","","","","","","","","","","",""
"80941","post","bohemian-boutique-suites","","","no","","","","","","","","","","","","","","",""
"80943","post","hotel-qetesia-te-indriti","","","no","","","","","","","","","","","","","","",""
"80956","post","hotel-restorant-viktoria","","","no","","","","","","","","","","","","","","",""
"80966","post","swiss-rivage-hotel","","","no","","","","","","","","","","","","","","",""
"80967","post","saranda-terraces-ideal-holiday-apartment-rruga-mitat-hoxha","","","no","","","","","","","","","","","","","","",""
"80972","post","priam-hotel-luxury-resort","","","no","","","","","","","","","","","","","","",""
"80985","post","seaside-vila-genti-pollo","","","no","","","","","","","","","","","","","","",""
"80987","post","bujtina-cakuli-rehove-erseke","","","no","","","","","","","","","","","","","","",""
"80991","post","xhesi-apartment","","","no","","","","","","","","","","","","","","",""
"80999","post","apartment-elena-1","","","no","","","","","","","","","","","","","","",""
"81000","post","las-nubes-rooms","","","no","","","","","","","","","","","","","","",""
"81013","post","villa-shefit","","","no","","","","","","","","","","","","","","",""
"81025","post","hotel-sokrati","","","no","","","","","","","","","","","","","","",""
"81038","post","golden-seaview-apartment","","","no","","","","","","","","","","","","","","",""
"81059","post","ake-fishta-apartament","","","no","","","","","","","","","","","","","","",""
"81067","post","vila-shengjin","","","no","","","","","","","","","","","","","","",""
"81075","post","casa-felice","","","no","","","","","","","","","","","","","","",""
"81086","post","sea-view-new-apartment","","","no","","","","","","","","","","","","","","",""
"81087","post","the-olives-terrace-residences","","","no","","15","","","","","","","","","","","","",""
"81098","post","heart-of-tirana-apartments","","","no","","","","","","","","","","","","","","",""
"81099","post","imperial-hotel","","","no","","","","","","","","","","","","","","",""
"81111","post","condesa","","","no","","","","","","","","","","","","","","",""
"81124","post","k2-home-3rd-floor","","","no","","","","","","","","","","","","","","",""
"81126","post","dream-house-korca","","","no","","","","","","","","","","","","","","",""
"81135","post","sea-for-two","","","no","","","","","","","","","","","","","","",""
"81144","post","apartament-luani","","","no","","","","","","","","","","","","","","",""
"81146","post","6-milje-hotel","","","no","","","","","","","","","","","","","","",""
"81159","post","iart-residence","","","no","","","","","","","","","","","","","","",""
"81172","post","comfort-apartament-near-the-beach","","","no","","","","","","","","","","","","","","",""
"81173","post","sunny-apartament-saranda","","","no","","","","","","","","","","","","","","",""
"81176","post","luxury-seaview-vlora-flat-free-parking","","","no","","","","","","","","","","","","","","",""
"81184","post","roel-rooms-nr-88","","","no","","","","","","","","","","","","","","",""
"81188","post","three-islands-hotel-of-ksamil","","","no","","","","","","","","","","","","","","",""
"81201","post","hotel-portside-gf","","","no","","","","","","","","","","","","","","",""
"81214","post","hotel-andrea","","","no","","","","","","","","","","","","","","",""
"81215","post","domi-beach-valley","","","no","","","","","","","","","","","","","","",""
"81228","post","2v1-blloku-zy","","","no","","","","","","","","","","","","","","",""
"81231","post","hotel-restorant-genti-peshkatari","","","no","","","","","","","","","","","","","","",""
"81244","post","dolce-studio","","","no","","","","","","","","","","","","","","",""
"81255","post","eri-apartments-4","","","no","","","","","","","","","","","","","","",""
"81263","post","art-apartment-crystal","","","no","","","","","","","","","","","","","","",""
"81273","post","bixhaku-guesthouse","","","no","","","","","","","","","","","","","","",""
"81286","post","deja-blue-beach-house-bay-of-lalzi-durres-gjiri-lalzit","","","no","","","","","","","","","","","","","","",""
"81295","post","yacht-villa","","","no","","","","","","","","","","","","","","",""
"81297","post","arnies-seaside-promenade-residence","","","no","","","","","","","","","","","","","","",""
"81308","post","vg-holidays-rooms","","","no","","","","","","","","","","","","","","",""
"81314","post","geri-apartment","","","no","","","","","","","","","","","","","","",""
"81320","post","condo-rooms","","","no","","","","","","","","","","","","","","",""
"81323","post","edeas-apartment","","","no","","","","","","","","","","","","","","",""
"81331","post","beach-view-apartment-golem-durres","","","no","","","","","","","","","","","","","","",""
"81332","post","numa-apartament","","","no","","","","","","","","","","","","","","",""
"81334","post","villa-del-mar-san-pietro","","","no","","","","","","","","","","","","","","",""
"81337","post","vila-olserd-shehu","","","no","","","","","","","","","","","","","","",""
"81343","post","dazur-coast-resort","","","no","","","","","","","","","","","","","","",""
"81356","post","bujtina-gjyshi-ilo","","","no","","","","","","","","","","","","","","",""
"81369","post","top-view-hostel","","","no","","","","","","","","","","","","","","",""
"81382","post","bujtina-tinari-theth","","","no","","","","","","","","","","","","","","",""
"81395","post","hector-apartment","","","no","","","","","","","","","","","","","","",""
"81405","post","ebbi-hotel","","","no","","","","","","","","","","","","","","",""
"81418","post","apartment-50m-away-from-the-beach","","","no","","","","","","","","","","","","","","",""
"81423","post","bujtina-shkodrani","","","no","","","","","","","","","","","","","","",""
"81436","post","villa-john","","","no","","","","","","","","","","","","","","",""
"81441","post","agora-bed-breakfast","","","no","","","","","","","","","","","","","","",""
